qid,form_id,form_type,lang,type,question,answer
F0005-x-family_members-hi,F0005,scholarship,hi,extraction,परिवार के सदस्यों की संख्या?,3
F0005-x-family_members-bn,F0005,scholarship,bn,extraction,পরিবারের সদস্য সংখ্যা?,3
F0005-x-family_members-te,F0005,scholarship,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,3
F0005-x-family_members-ta,F0005,scholarship,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,3
F0005-x-family_members-mr,F0005,scholarship,mr,extraction,कुटुंब सदस्यांची संख्या?,3
F0005-x-family_members-kn,F0005,scholarship,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,3
F0005-x-category-en,F0005,scholarship,en,extraction,Category?,General
F0005-x-category-hi,F0005,scholarship,hi,extraction,श्रेणी?,General
F0005-x-category-bn,F0005,scholarship,bn,extraction,শ্রেণী?,General
F0005-x-category-te,F0005,scholarship,te,extraction,వర్గం?,General
F0005-x-category-ta,F0005,scholarship,ta,extraction,பிரிவு?,General
F0005-x-category-mr,F0005,scholarship,mr,extraction,प्रवर्ग?,General
F0005-x-category-kn,F0005,scholarship,kn,extraction,ವರ್ಗ?,General
F0005-r-elig-en,F0005,scholarship,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",yes
F0005-r-elig-hi,F0005,scholarship,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",yes
F0005-r-elig-bn,F0005,scholarship,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",yes
F0005-r-elig-te,F0005,scholarship,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",yes
F0005-r-elig-ta,F0005,scholarship,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",yes
F0005-r-elig-mr,F0005,scholarship,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",yes
F0005-r-elig-kn,F0005,scholarship,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",yes
F0006-x-applicant_name-en,F0006,old_age_pension,en,extraction,Applicant Name?,Fatima Begum
F0006-x-applicant_name-hi,F0006,old_age_pension,hi,extraction,आवेदक का नाम?,फ़ातिमा बेगम
F0006-x-applicant_name-bn,F0006,old_age_pension,bn,extraction,আবেদনকারীর নাম?,ফাতিমা বেগম
F0006-x-applicant_name-te,F0006,old_age_pension,te,extraction,దరఖాస్తుదారు పేరు?,ఫాతిమా బేగం
F0006-x-applicant_name-ta,F0006,old_age_pension,ta,extraction,விண்ணப்பதாரர் பெயர்?,பாத்திமா பேகம்
F0006-x-applicant_name-mr,F0006,old_age_pension,mr,extraction,अर्जदाराचे नाव?,फातिमा बेगम
F0006-x-applicant_name-kn,F0006,old_age_pension,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಫಾತಿಮಾ ಬೇಗಂ
F0006-x-district-en,F0006,old_age_pension,en,extraction,District?,Nashik
F0006-x-district-hi,F0006,old_age_pension,hi,extraction,जिला?,नाशिक
F0006-x-district-bn,F0006,old_age_pension,bn,extraction,জেলা?,নাসিক
F0006-x-district-te,F0006,old_age_pension,te,extraction,జిల్లా?,నాసిక్
F0006-x-district-ta,F0006,old_age_pension,ta,extraction,மாவட்டம்?,நாசிக்
F0006-x-district-mr,F0006,old_age_pension,mr,extraction,जिल्हा?,नाशिक
F0006-x-district-kn,F0006,old_age_pension,kn,extraction,ಜಿಲ್ಲೆ?,ನಾಸಿಕ್
F0006-x-annual_income-en,F0006,old_age_pension,en,extraction,Annual Income (Rs.)?,118000
F0006-x-annual_income-hi,F0006,old_age_pension,hi,extraction,वार्षिक आय (रु.)?,118000
F0006-x-annual_income-bn,F0006,old_age_pension,bn,extraction,বার্ষিক আয় (টাকা)?,118000
F0006-x-annual_income-te,F0006,old_age_pension,te,extraction,వార్షిక ఆదాయం (రూ.)?,118000
F0006-x-annual_income-ta,F0006,old_age_pension,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,118000
F0006-x-annual_income-mr,F0006,old_age_pension,mr,extraction,वार्षिक उत्पन्न (रु.)?,118000
F0006-x-annual_income-kn,F0006,old_age_pension,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,118000
F0006-x-family_members-en,F0006,old_age_pension,en,extraction,Number of Family Members?,5
F0006-x-family_members-hi,F0006,old_age_pension,hi,extraction,परिवार के सदस्यों की संख्या?,5
F0006-x-family_members-bn,F0006,old_age_pension,bn,extraction,পরিবারের সদস্য সংখ্যা?,5
F0006-x-family_members-te,F0006,old_age_pension,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,5
F0006-x-family_members-ta,F0006,old_age_pension,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,5
F0006-x-family_members-mr,F0006,old_age_pension,mr,extraction,कुटुंब सदस्यांची संख्या?,5
F0006-x-family_members-kn,F0006,old_age_pension,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,5
F0006-x-category-en,F0006,old_age_pension,en,extraction,Category?,General
F0006-x-category-hi,F0006,old_age_pension,hi,extraction,श्रेणी?,General
F0006-x-category-bn,F0006,old_age_pension,bn,extraction,শ্রেণী?,General
F0006-x-category-te,F0006,old_age_pension,te,extraction,వర్గం?,General
F0006-x-category-ta,F0006,old_age_pension,ta,extraction,பிரிவு?,General
F0006-x-category-mr,F0006,old_age_pension,mr,extraction,प्रवर्ग?,General
F0006-x-category-kn,F0006,old_age_pension,kn,extraction,ವರ್ಗ?,General
F0006-r-elig-en,F0006,old_age_pension,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",no
F0006-r-elig-hi,F0006,old_age_pension,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",no
F0006-r-elig-bn,F0006,old_age_pension,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",no
F0006-r-elig-te,F0006,old_age_pension,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",no
F0006-r-elig-ta,F0006,old_age_pension,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",no
F0006-r-elig-mr,F0006,old_age_pension,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",no
F0006-r-elig-kn,F0006,old_age_pension,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",no
F0007-x-applicant_name-en,F0007,scholarship,en,extraction,Applicant Name?,Arjun Nair
F0007-x-applicant_name-hi,F0007,scholarship,hi,extraction,आवेदक का नाम?,अर्जुन नायर
F0007-x-applicant_name-bn,F0007,scholarship,bn,extraction,আবেদনকারীর নাম?,অর্জুন নায়ার
F0007-x-applicant_name-te,F0007,scholarship,te,extraction,దరఖాస్తుదారు పేరు?,అర్జున్ నాయర్
F0007-x-applicant_name-ta,F0007,scholarship,ta,extraction,விண்ணப்பதாரர் பெயர்?,அர்ஜுன் நாயர்
F0007-x-applicant_name-mr,F0007,scholarship,mr,extraction,अर्जदाराचे नाव?,अर्जुन नायर
F0007-x-applicant_name-kn,F0007,scholarship,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಅರ್ಜುನ್ ನಾಯರ್
F0007-x-district-en,F0007,scholarship,en,extraction,District?,Salem
F0007-x-district-hi,F0007,scholarship,hi,extraction,जिला?,सेलम
F0007-x-district-bn,F0007,scholarship,bn,extraction,জেলা?,সালেম
F0007-x-district-te,F0007,scholarship,te,extraction,జిల్లా?,సేలం
F0007-x-district-ta,F0007,scholarship,ta,extraction,மாவட்டம்?,சேலம்
F0007-x-district-mr,F0007,scholarship,mr,extraction,जिल्हा?,सेलम
F0007-x-district-kn,F0007,scholarship,kn,extraction,ಜಿಲ್ಲೆ?,ಸೇಲಂ
F0007-x-annual_income-en,F0007,scholarship,en,extraction,Annual Income (Rs.)?,118000
F0007-x-annual_income-hi,F0007,scholarship,hi,extraction,वार्षिक आय (रु.)?,118000
F0007-x-annual_income-bn,F0007,scholarship,bn,extraction,বার্ষিক আয় (টাকা)?,118000
F0007-x-annual_income-te,F0007,scholarship,te,extraction,వార్షిక ఆదాయం (రూ.)?,118000
F0007-x-annual_income-ta,F0007,scholarship,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,118000
F0007-x-annual_income-mr,F0007,scholarship,mr,extraction,वार्षिक उत्पन्न (रु.)?,118000
F0007-x-annual_income-kn,F0007,scholarship,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,118000
F0007-x-family_members-en,F0007,scholarship,en,extraction,Number of Family Members?,1
F0007-x-family_members-hi,F0007,scholarship,hi,extraction,परिवार के सदस्यों की संख्या?,1
F0007-x-family_members-bn,F0007,scholarship,bn,extraction,পরিবারের সদস্য সংখ্যা?,1
F0007-x-family_members-te,F0007,scholarship,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,1
F0007-x-family_members-ta,F0007,scholarship,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,1
F0007-x-family_members-mr,F0007,scholarship,mr,extraction,कुटुंब सदस्यांची संख्या?,1
F0007-x-family_members-kn,F0007,scholarship,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,1
F0007-x-category-en,F0007,scholarship,en,extraction,Category?,ST
F0007-x-category-hi,F0007,scholarship,hi,extraction,श्रेणी?,ST
F0007-x-category-bn,F0007,scholarship,bn,extraction,শ্রেণী?,ST
F0007-x-category-te,F0007,scholarship,te,extraction,వర్గం?,ST
F0007-x-category-ta,F0007,scholarship,ta,extraction,பிரிவு?,ST
F0007-x-category-mr,F0007,scholarship,mr,extraction,प्रवर्ग?,ST
F0007-x-category-kn,F0007,scholarship,kn,extraction,ವರ್ಗ?,ST
F0007-r-elig-en,F0007,scholarship,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",yes
F0007-r-elig-hi,F0007,scholarship,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",yes
F0007-r-elig-bn,F0007,scholarship,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",yes
